Location,Date_Time,Temperature_C,Humidity_pct,Precipitation_mm,Wind_Speed_kmh
Chicago,2024-04-01 03:12:48,-2.562659564252881,30.35659268680612,2.624327940593112,2.601357172764515
New York,2024-04-21 10:17:28,8.863085501621878,71.49254432410874,4.878106976166015,21.90418631416185
Dallas,2024-04-03 22:07:55,6.51428359633557,42.00601480863101,1.40519717021102,18.3857666424378
New York,2024-02-19 19:53:31,38.54553445508572,40.45083027570128,1.1234944722685123,13.262019553227326
Philadelphia,2024-05-18 02:32:21,-2.015243206241837,36.062192938638816,6.664136009247096,18.623464960477232
San Diego,2024-01-24 12:04:12,-6.853765398095199,84.66678016810256,9.027690729811445,18.23363186115423
San Diego,2024-03-03 11:02:14,35.666564603431475,74.06095593366784,1.328726429113336,24.16129534288677
Chicago,2024-04-03 12:07:38,7.166149704623312,50.37727255787604,4.669552853434745,11.8411653447305
Phoenix,2024-03-24 22:44:11,34.45364756018925,59.57697278853084,4.514322759604513,20.487150456793035
Chicago,2024-04-05 13:22:42,38.3862332590312,74.04971233524493,6.792912658106635,3.292467221763389
Philadelphia,2024-03-26 12:45:39,7.106603067429777,79.17732292186865,5.767120386880437,22.36447863070887
San Jose,2024-05-08 20:16:57,35.09744038143385,40.225819749904346,6.088405818629776,20.01338012524588
San Diego,2024-02-10 22:46:21,-5.8558237543535085,52.26313782453912,7.113659331615052,2.263166801598274
Phoenix,2024-03-31 18:02:37,4.644342012817502,44.42040499281212,1.9760095400373368,19.34360602351551
San Antonio,2024-03-15 00:09:26,25.81876555515251,56.58720204534033,2.8102420121675955,17.783903920322704
New York,2024-03-27 22:42:17,-0.0719821207166546,57.84436962230707,6.440449130053189,20.61742321997501
New York,2024-02-19 22:13:16,19.49970412322616,30.72690559260132,0.9612908844981384,9.214481930181073
Philadelphia,2024-03-15 01:56:40,23.03489274746097,61.83627506334304,5.984887195340792,23.052357805191907
San Antonio,2024-01-18 02:56:20,28.564152794528965,34.87164279146702,6.1368909669424445,22.281676940938635
Chicago,2024-01-25 08:21:22,8.708564974702668,85.23464429492351,6.896760567685739,20.61685797283381
San Jose,2024-02-11 04:20:02,39.68529995692247,36.12414498914817,4.860976001533606,26.395245474694985
San Antonio,2024-01-10 14:19:31,38.4747494282275,46.04406684437924,8.355548511066067,5.170237503370631
Dallas,2024-05-06 17:55:33,-5.378187061170899,84.47965426312626,7.589245087849536,28.50827263858062
Houston,2024-02-17 19:00:39,36.97609043534906,34.39634800127769,7.531080295174632,5.400062538352575
Los Angeles,2024-02-05 12:16:34,30.72841714228825,64.88170104559038,2.0749944961575952,29.129348273064323
Chicago,2024-03-05 19:08:19,-2.584092066801304,33.05959786866597,0.2203415326659352,12.462442261392251
Los Angeles,2024-02-06 19:02:21,31.730566759170458,65.33243677945956,3.673384684277388,19.71032548755595
San Jose,2024-02-27 23:17:08,34.882562153866,51.2660907520314,8.17077309222166,28.581855874230104
New York,2024-03-16 08:16:23,30.70803958488719,54.76298745303472,6.05131492505692,4.72350936254372
New York,2024-05-04 06:50:04,6.926827237536962,85.18748933967379,4.983685023182924,13.203945374674698
New York,2024-02-16 04:53:42,35.45401366040336,48.50552447549239,6.0410309223737695,20.96640089102335
San Antonio,2024-04-13 01:17:16,35.20538643572596,76.33970376551457,8.64992078424789,1.516557604010571
Los Angeles,2024-01-06 19:12:46,33.335416539565884,83.38480071008948,4.580279154719444,17.43262831909747
San Antonio,2024-03-05 22:47:00,33.313038229235765,74.84844145719055,6.771009760241591,14.730066799673107
San Jose,2024-01-18 07:59:09,32.77500795274025,78.27035012348057,2.17100595073937,0.6672368771225101
Dallas,2024-01-15 12:05:00,-2.994002145606358,58.632105329977385,3.6988496370350807,20.08018361671389
San Antonio,2024-03-13 22:42:03,18.25073612073336,89.90912121622364,5.597309931064348,18.755325697130928
Dallas,2024-04-15 13:57:07,-8.956553012686715,80.73161942998043,2.552757895318835,4.020764669095533
Chicago,2024-01-22 01:57:10,15.80199893195277,51.62227630975775,1.2582713312945204,23.72235752221433
Houston,2024-04-04 23:04:10,20.32075670785193,65.54468591112806,1.9637321828267047,19.64002961332933
Philadelphia,2024-04-25 01:43:53,-5.129359587366746,66.58527291986155,1.5540255084044996,9.958618675928095
Los Angeles,2024-05-17 09:13:01,-3.089434137692084,58.55910058853885,5.329172080949381,20.474034757070022
Houston,2024-02-17 18:32:10,32.60828833588853,39.67135639505854,8.453786764050133,18.499457878013875
Dallas,2024-02-17 00:26:18,13.234321072222546,80.16050747326877,7.893232502447037,19.614764738816984
Houston,2024-03-06 21:37:08,37.51556043900003,75.94624315264274,0.0348623752324861,24.30661695933074
Los Angeles,2024-05-05 12:20:50,29.292222427160183,37.25006398383455,1.715967560965861,21.529297859810185
San Diego,2024-02-02 10:25:50,38.19855791211762,84.96510096661883,2.753189783798715,13.676046279052755
Phoenix,2024-04-30 06:09:27,1.1748590179519152,59.38993865374031,1.8790236975215453,4.159059656517824
Los Angeles,2024-04-03 08:14:36,-3.997637249515092,71.73905343711525,5.163653940680058,20.26335365567339
Philadelphia,2024-01-28 04:20:21,1.2618719737781152,31.195788072913096,7.476354662822794,18.37136893058326
Philadelphia,2024-05-10 11:49:48,20.952918048525863,45.5175518475113,9.645094701887263,13.03656583118066
Houston,2024-04-16 20:54:49,24.26456868286712,87.39781380852604,4.183074541850931,22.97140224117292
Houston,2024-04-16 13:05:15,29.866898957278607,61.018927765564825,2.16063553831503,22.40361814663324
San Jose,2024-01-22 20:21:51,10.098394636782263,68.89099530254205,5.010062451035671,2.740234977095456
San Antonio,2024-01-05 03:41:22,34.36168343052322,39.63143165739236,6.322696187891488,15.452020631125812
San Diego,2024-02-24 16:53:49,-8.248509048423882,58.04193535036711,4.204966178650295,8.19680013693725
San Diego,2024-04-18 04:13:11,0.3280063717189723,82.21373172674475,2.5991949545363657,24.225841982017887
San Jose,2024-02-26 05:58:53,15.808754461465906,34.913191868512726,0.7383846206363964,14.924872769912826
San Diego,2024-03-10 06:11:19,18.522540618042104,82.75321578714093,4.054785916773773,1.9625163298158133
Phoenix,2024-03-15 01:15:24,-6.0956293165090845,54.08685741981847,1.5913490709322176,2.985199142552606
Houston,2024-02-17 09:34:47,16.94164686216356,52.75535247346011,5.813487823853772,11.802867947338688
Chicago,2024-04-10 21:27:42,2.68943120711295,46.189693895617935,3.370443906388758,10.963422345469848
Philadelphia,2024-01-14 23:48:23,5.415682190915076,79.80635111489408,9.980316288618011,25.58998621199704
Phoenix,2024-01-09 20:59:01,0.322623026516398,38.27860163115574,11.878246487386514,29.038672061291244
Chicago,2024-01-08 16:30:37,26.46376107326661,38.67411043402128,6.023869393285583,9.297149340619162
Chicago,2024-02-16 05:35:00,8.35321554464172,31.26483904611736,0.6530207289335355,13.078425226231442
Houston,2024-01-18 08:48:30,24.482728127498355,35.992393895309775,4.297327573574048,23.19576458719587
Phoenix,2024-02-02 02:53:49,7.80326914541449,76.85895656316168,13.98165647589061,12.364368158484698
San Antonio,2024-05-02 03:49:52,15.854044863103042,56.80982979898199,7.864779613547141,6.738186624429924
Houston,2024-02-03 02:14:44,30.23386954268875,54.664766900868365,0.2095205888790252,1.6334262060904636
New York,2024-05-18 16:41:48,7.420745381612175,72.9317844560875,1.850579593647332,9.344053206944563
Phoenix,2024-02-16 22:11:45,13.234992802510288,71.36666950391066,7.338217366648236,16.184387173844403
Dallas,2024-05-13 04:18:13,-6.231268999724118,78.58548598091252,1.7230662306104116,24.15165030694589
New York,2024-02-14 20:17:27,-2.923340725805997,63.30649339911277,2.7333196732875886,16.567581274518233
Dallas,2024-02-11 10:16:30,18.718705488774088,67.43264234847229,2.072488126366434,7.483154530329824
Dallas,2024-02-08 19:49:03,16.680030395148368,36.73655883958238,3.8555924102306607,3.3966314348653803
San Antonio,2024-02-01 13:10:06,36.56016747722671,72.45866912636276,7.95281781301769,9.95389557746551
Los Angeles,2024-04-02 21:49:47,11.958938841628466,40.42690481475391,5.676112997417127,2.672287015144104
New York,2024-04-27 17:15:55,30.18074557987729,60.32128531545969,9.058983910647802,7.082690988552722
Phoenix,2024-05-05 17:05:20,-6.748872059709562,79.56149042634468,1.113297097628515,17.850764188536797
San Antonio,2024-05-16 04:17:36,-2.564242532157354,88.86662647425109,9.16343760648604,26.41474720749888
San Antonio,2024-02-05 03:56:27,38.59503895096921,80.88425541751339,4.459529751407352,10.756647024021452
San Antonio,2024-04-08 18:01:05,10.466205057245514,71.17851293222918,7.730034258871762,21.4082587945052
Houston,2024-03-19 20:05:57,19.28608972738157,70.08873210137077,0.0320324845992259,29.61049550994989
Chicago,2024-03-14 09:43:19,1.2105074252369938,45.24440608056645,8.837098631958574,18.29268011014224
San Antonio,2024-05-17 08:02:26,24.00555762341921,80.66186044523887,7.691595885830065,24.8540495501237
Los Angeles,2024-04-09 01:55:23,21.40590492335748,82.25004757890207,4.722119744356041,20.52588958316239
Phoenix,2024-01-18 11:27:16,12.112864117881966,62.35151021478529,3.2692002037169043,4.86475346740712
Los Angeles,2024-02-12 02:07:03,36.52896112285401,41.32246802102449,8.630617033820588,25.84949402265516
Chicago,2024-04-21 12:26:03,25.40140851040085,84.48593654465283,0.5168616032272622,17.639527499352432
Dallas,2024-03-05 02:38:00,14.071095514762575,51.2327109797016,9.27650775978698,13.34338432480008
Chicago,2024-04-19 09:02:44,16.505075536414214,36.451222659143454,6.066320946994245,18.535702039440853
San Diego,2024-01-22 06:07:42,14.698397009222084,31.23925297883502,5.82197737211815,2.8781753519706434
Phoenix,2024-03-19 11:38:22,-2.9896543161387363,65.91771969164324,4.649643445932546,4.920762731057238
Houston,2024-04-10 09:10:52,10.591182640778673,48.71721312291754,2.836441114429876,0.1260861446213157
Chicago,2024-03-24 19:05:30,-8.370659764351403,63.08671031131108,1.558335066916664,6.21043270259224
New York,2024-01-14 09:27:34,24.360242957119524,45.714208443276966,0.8039660717766872,29.609741668388622
San Antonio,2024-04-13 16:14:39,5.763065333288012,61.448011392598026,1.2067120056516325,23.828556338580068
Houston,2024-04-27 19:12:45,-6.90531240131563,54.60398581092269,4.535152635973087,27.4797502744054
Philadelphia,2024-03-25 15:01:56,35.44085694558962,61.556715690863,0.9388016750251738,15.224278325603125
San Jose,2024-01-06 22:05:28,9.942874361480769,42.80054562727276,7.634571184699892,22.86661470540176
Houston,2024-05-08 01:43:14,35.69775656550977,45.00774633236576,8.203738766467897,4.31819890503596
Phoenix,2024-03-04 11:07:57,22.80544122302527,38.27739323182416,3.5398037976375907,1.255629954792179
Dallas,2024-02-08 04:48:09,7.499564776841876,30.360539639498853,2.0600926683042777,4.431734125845762
Los Angeles,2024-01-06 22:07:38,29.512001238005595,60.66400282569544,7.985482718304409,15.762180821200992
San Diego,2024-01-06 19:31:02,18.36567737490719,65.59930285171396,1.177652886011873,25.7992779027918
San Diego,2024-03-18 09:31:04,-4.389255480377693,55.81403932302528,2.164432408212802,8.312657785454915
Dallas,2024-03-28 01:25:26,21.548740784135827,87.3959301331503,3.5627636084256933,8.44484770091588
Chicago,2024-04-13 08:56:48,-0.832961039156423,84.57543677319157,3.560780905101951,18.78517406560587
Los Angeles,2024-03-16 11:08:32,-4.457750039183241,52.62900072138892,2.6985275617495805,4.334863195115228
Houston,2024-01-08 09:42:20,33.04991171929228,49.89338851170626,6.226384893786961,0.0274490079892297
Philadelphia,2024-04-03 16:17:53,-0.0485234514933665,42.82419981794074,9.011731233850318,19.519403737123767
Los Angeles,2024-02-22 17:28:24,15.582827846003813,85.13440738992934,8.006805061013118,25.70869673428874
Philadelphia,2024-01-25 04:48:44,-7.351832919799886,39.7674221942386,7.075503985561443,7.32148376833615
San Diego,2024-01-30 04:17:21,34.17542872002501,69.0305028875653,7.03203899468416,5.093592625138178
Phoenix,2024-03-23 07:38:34,14.28877492121362,39.855593379657,9.51487681082084,28.64532314687118
Houston,2024-05-03 07:53:08,-9.103733713960295,62.95922655185819,0.6463127335489438,1.6475638234172296
San Diego,2024-04-05 17:00:26,1.9280887024550808,47.21905430131933,0.6878092608471309,0.5946530778555292
Dallas,2024-01-31 05:27:44,-9.639583416462402,45.49023334571009,1.6115695358050108,29.4338974735378
Houston,2024-03-23 03:10:20,-6.4518580911787655,38.80300873771128,0.4837123921181907,19.693074983679043
San Antonio,2024-01-01 01:19:08,22.058238433713026,79.17350843238799,2.3506739534117225,6.946438356175033
Chicago,2024-01-16 07:06:04,38.5007289116013,49.02279710886971,6.101121028578273,20.181631856658143
Los Angeles,2024-04-01 09:32:00,-3.4874534708335982,63.79160715979014,2.0404334427470783,10.531007045517756
New York,2024-05-16 23:02:31,16.844816771946427,84.02558925429335,8.66827080333176,11.850051986246608
Dallas,2024-01-14 02:38:59,9.887183366210593,56.35560788872911,3.5747608766914563,22.83263175086597
Philadelphia,2024-05-06 06:12:48,-1.4285575183094004,37.66368255116487,5.800791989435519,2.9156270987518687
New York,2024-03-29 22:29:52,8.016448504090715,63.68312494044167,2.135885782054312,12.564563026395778
San Antonio,2024-05-12 11:47:40,3.5371290784333844,54.45669196321837,5.49214475357533,10.613704070302116
Chicago,2024-04-05 03:53:20,10.164737342872474,56.41924582111383,9.852598648764603,23.852429480006883
San Diego,2024-04-03 22:15:10,18.23110441748302,75.87341164831633,4.559155824950865,7.858463924084446
San Diego,2024-01-21 06:29:46,10.786417673495585,73.57089565014064,6.6542364344241,22.94939891643732
Los Angeles,2024-01-03 13:58:18,21.09658766055672,39.45657018934607,2.291670523648117,11.628726028155068
Chicago,2024-03-23 15:43:21,28.792197277966885,69.21279042475115,2.464356877452698,7.316576633718055
Houston,2024-01-28 15:39:41,6.757613230894002,50.732999959119375,4.557164065388473,11.195330755313112
New York,2024-01-12 18:05:38,5.304322030554534,58.96354481278854,6.147167385344568,22.676920553837377
Dallas,2024-02-19 08:52:39,3.63855461957122,46.17683847628371,3.22799965195462,5.376813682748027
Los Angeles,2024-03-13 23:10:14,0.1165247713381418,55.497990187718585,2.988412687432432,29.68457691849573
Philadelphia,2024-03-20 18:30:13,-3.4288366624410944,70.56687947000074,9.844360917818008,12.487624870458989
Dallas,2024-01-11 22:58:06,17.67991482088027,39.667008668000136,7.03711398675257,0.2218645823391873
San Antonio,2024-04-17 21:19:36,3.722745250868989,72.80249036234565,6.32016061808762,23.083023638982933
Houston,2024-01-05 09:19:48,22.09741373067017,74.44662236920394,2.0748858545970994,5.112210295911488
San Diego,2024-01-20 23:48:40,-2.8516909223134403,37.53787989384493,0.2627891047112074,28.417530445809
Phoenix,2024-04-19 20:16:33,3.124136250793644,44.91053097623932,2.688971248226686,22.821393069736075
Philadelphia,2024-04-27 04:03:46,24.22070316887477,50.78268910012271,1.8501460384471848,27.5147451283377
Los Angeles,2024-03-09 01:20:06,28.31139651154227,36.30520085374686,2.6247812210217383,28.098055083623983
San Antonio,2024-02-11 03:12:43,2.570531791004857,78.31148956826699,1.1970635890674242,1.7389029232488007
San Diego,2024-01-11 10:27:07,5.603809981683003,46.54356514877428,4.259917495949477,17.493587585557194
New York,2024-03-02 04:42:28,-6.352958809013634,86.1826937255542,9.318876408782534,23.11450192489569
San Jose,2024-02-16 07:39:33,14.287343032749805,85.15843420023702,0.939295773834492,28.27103681298587
Houston,2024-01-09 23:53:33,38.6657450716549,83.79197437937066,9.845844341613525,14.596051051802606
San Jose,2024-04-11 17:32:12,10.323655490347605,41.98481418871106,5.407238013794656,24.88322394159442
Philadelphia,2024-02-09 02:17:52,3.2764377273626284,67.92462367259492,5.31158144410115,4.304584235353987
Philadelphia,2024-02-23 14:13:45,-9.7157667841289,72.06648103955533,0.2529191564484068,0.3361275880349235
San Antonio,2024-05-07 18:15:40,19.476224496154984,84.4508503825526,3.931055307328346,0.1142434418106574
Los Angeles,2024-01-12 22:38:06,19.586851624749507,32.62039863094303,0.9655909521101969,6.287645612083555
San Jose,2024-02-14 23:55:55,24.12480772693074,67.12579587170974,3.748825083384805,8.624139012835805
San Jose,2024-01-21 20:43:17,20.657818189958306,87.27192378768873,6.17126520260455,25.154531710723948
San Antonio,2024-02-02 08:09:56,22.490351628274706,65.66390296905621,3.4936878955856834,14.259830138434632
San Antonio,2024-05-07 07:20:25,11.098354408419825,87.16127133312041,4.279766626609197,2.381774670682489
Houston,2024-04-25 07:51:16,19.9411263320438,57.55440796962368,4.525554840907051,28.84292241623704
San Antonio,2024-02-11 23:21:32,7.384055523987037,50.70041510283802,4.463576236124497,15.106852838287178
New York,2024-05-11 12:00:20,36.438676886465785,33.61035470240314,8.80436597553688,27.50745744315395
Los Angeles,2024-04-19 11:15:59,-4.002277811344948,86.38576195192073,8.321605337807636,3.7691035446476704
Houston,2024-01-17 20:29:58,24.92022269267656,77.76942081235698,5.718487371956792,4.9119077948047725
San Jose,2024-03-28 03:37:59,36.03013479706048,68.74334688075788,3.910135046843952,5.4300229383698015
Los Angeles,2024-01-26 04:30:25,35.27750639113498,82.19860244976724,6.604995963498085,29.146886152203862
Chicago,2024-03-25 03:34:16,38.47694384864997,72.84314597710387,6.897139490539214,0.298166071876268
Houston,2024-05-11 08:44:41,19.768634168759988,78.58070493825602,8.996857415858205,2.0427079276311213
San Diego,2024-03-21 22:16:37,3.382441196804717,52.27838286268536,1.808698842073437,8.312178897248565
San Jose,2024-01-05 12:04:19,17.746673725402403,67.68483103116533,1.0199964362477976,16.288961774221807
New York,2024-02-24 14:28:21,24.28704737270563,40.99820347016679,5.724347453239012,12.24583478700402
Dallas,2024-03-29 04:24:01,4.467647325457788,42.2543901675446,5.346423391089679,26.114452253511644
New York,2024-02-03 02:06:40,34.118115434261505,50.83515011018535,5.350690553135555,16.468933762691623
Chicago,2024-03-29 05:06:36,19.72245662661911,33.1639971002113,5.921976018530822,26.33507360781421
Chicago,2024-02-10 23:50:22,31.20688943135245,48.88935090712008,9.92232332903029,28.93643247682989
Los Angeles,2024-05-04 22:03:38,11.065331427570932,39.305181961592936,6.906250860218699,9.387087682054217
Philadelphia,2024-04-28 12:04:15,38.30445617548135,32.298643670093185,2.5704825361431825,22.99661447679696
San Jose,2024-03-31 01:49:17,19.04436125488173,74.44176231891035,9.507525558838248,22.429978786712766
San Antonio,2024-03-03 05:03:12,22.21134741972866,80.13308122979078,6.490042310030292,18.04616043959377
Chicago,2024-05-06 16:52:59,31.53563109077944,81.2272767334214,1.0292076774049452,15.806348915145149
San Diego,2024-03-24 17:40:55,36.894370737272176,85.15736795224132,7.968584975714711,9.270588556212305
New York,2024-03-30 08:16:14,3.434408409173232,58.90899894998742,9.610420095795982,18.57003587842561
Philadelphia,2024-04-05 14:42:48,-4.144493168704091,43.3943786711793,1.270339602996653,23.762169451626523
San Antonio,2024-02-27 17:55:49,30.27333346582435,64.32394103575533,3.575072740681895,20.87437975492957
New York,2024-03-22 06:45:33,12.672985091602737,67.37516639803493,7.942488037239267,27.5437298549
Dallas,2024-05-07 14:24:30,6.015257446474973,39.59515437703188,9.958247423207435,20.815924812535503
Phoenix,2024-03-15 12:07:27,34.561988741967646,49.962444689089104,5.424314462772269,23.268784881561416
Houston,2024-05-17 07:57:00,34.70959125017045,83.56680075465292,7.830188070866441,18.6914190379082
Chicago,2024-02-05 00:09:35,34.59877164195722,73.57665830309517,0.9626486923858923,3.036170659260565
Houston,2024-03-04 00:47:57,-1.086734943237552,69.12659104365412,0.9253882277965232,13.167361098661075
Los Angeles,2024-04-25 09:48:54,36.36376050314783,67.3698053935601,8.327157919806833,8.207211687938644
San Jose,2024-03-18 01:00:18,17.863356816528167,74.05191541766297,5.970904138439682,14.120851317238088
San Diego,2024-01-17 13:02:20,-3.7337494813937138,80.15085442938043,4.113672365303187,18.357533113269945
Houston,2024-02-26 19:13:59,-2.294969824670776,52.760768837831534,7.108028822000804,16.640783199569565
Dallas,2024-02-12 00:49:31,36.135084021230085,58.04879697751697,3.9162112876193023,1.6208416928564606
San Antonio,2024-03-13 06:40:00,18.798925030203964,86.9820670453387,5.967045565400686,20.599702760252484
San Diego,2024-02-27 05:28:42,31.55595188418316,54.91009985058561,4.724855080255822,17.354052466253425
Los Angeles,2024-03-23 17:41:46,24.723068951277725,78.3747321318592,5.428988396483607,4.775756565003466
Chicago,2024-02-06 06:03:39,-5.89224461929366,39.13285712981957,9.74391897472165,0.4005117597169594
New York,2024-03-31 02:20:03,39.47396777180816,54.62465512778824,2.923340247536814,28.258582308650773
Phoenix,2024-01-03 14:16:29,-4.62345322713364,35.481975722932006,5.795466855690149,24.57563676724644
Phoenix,2024-04-15 08:31:03,-4.931283475128647,70.11130381463909,7.185982672636012,14.595481439844722
Dallas,2024-03-06 04:07:26,13.491370237215827,75.18536472573817,3.5342602358498243,16.202228414517904
Phoenix,2024-03-28 20:33:08,-5.43835991295162,54.89915132469463,4.781891987924598,20.40967581559408
New York,2024-03-28 19:30:43,14.20372450205224,73.03498238184048,7.2335173051405555,15.772285125907835
Los Angeles,2024-04-27 01:35:41,8.879097001232719,49.712543809643805,7.039752423996077,10.405504843558068
Phoenix,2024-02-19 11:37:16,0.3580687647990253,44.744006058620734,7.135213397945261,18.74926709143158
New York,2024-03-10 09:28:15,26.178008391443257,61.54669173563869,9.873864272995355,21.575504747758693
Philadelphia,2024-01-21 22:53:13,11.227356044815023,36.93146204988649,3.775872810733509,7.616386354207218
Los Angeles,2024-01-10 19:17:53,30.58616042108661,83.4465196897074,0.4195378776264713,18.816941462075164
Houston,2024-01-31 12:09:06,4.333173161628448,81.0713533548217,2.148358803587256,12.544635577109789
San Jose,2024-02-23 01:46:10,38.17044892999494,59.67359179220322,7.895958134798517,11.87627972147526
Chicago,2024-05-16 05:23:45,20.033550888712355,81.01007901753724,6.882834634752795,1.2780755642812247
San Diego,2024-05-17 15:28:47,12.787640577064394,67.11861534541534,6.295574980295527,22.38567346732232
Dallas,2024-05-05 17:16:47,0.9162934215840616,40.88806681383669,2.933994216841904,29.06799625391264
Los Angeles,2024-03-08 05:59:13,-3.4920694582230203,43.50583966149114,4.015693429991769,0.6741265778103822
Chicago,2024-02-20 15:27:07,39.17819467530677,38.76638144929013,8.622146263978754,4.601397544331371
Houston,2024-03-07 04:37:53,23.788436666133983,33.32467942642555,9.976003956010194,16.05000118047606
New York,2024-05-12 23:35:45,35.962565704264165,61.46257576560122,6.662483790509242,28.553655465659624
Houston,2024-01-27 18:15:28,5.282476705432213,43.83368070449305,4.814213199112637,19.15629904497789
San Diego,2024-01-19 18:44:35,24.75534700920125,58.84687205354136,5.90926822865396,25.8474129490992
Chicago,2024-03-18 10:51:56,28.3398722653058,73.41647012487205,9.842190572947212,25.737563772043394
New York,2024-01-28 02:34:48,8.45293592512251,53.45340203690226,3.554529416916613,18.46290661770583
Chicago,2024-05-08 23:02:14,9.57016517935255,64.20140308058416,3.676588781907349,5.280103778066625
San Antonio,2024-01-12 19:59:25,16.211745220044108,73.04924710687183,7.019820690155784,29.72438437344224
Houston,2024-03-01 21:39:22,16.13838571279117,58.17824724395664,5.536428107429636,7.030985895766724
San Jose,2024-01-16 03:34:48,26.71414539060907,35.06134192425891,7.763626949091494,18.17413997246616
Los Angeles,2024-04-17 14:30:35,0.797198966102723,34.462523053342075,9.700711323768198,10.353702687617268
Los Angeles,2024-03-28 21:11:50,22.78315537368247,42.12301084539909,9.2233469057798,22.40680330202708
Houston,2024-04-01 10:52:32,6.180231107084875,44.15801123597596,8.826904270068761,18.30768693646494
San Diego,2024-01-10 22:05:31,15.158048119419956,31.48468918024788,3.1322314918722114,16.910645692790602
Los Angeles,2024-01-04 06:43:19,-4.838736044093436,38.96021821395197,2.8333612384240747,26.46477605668944
San Jose,2024-04-11 04:11:26,15.637794696076526,71.32443463478918,3.175265039961736,26.217135753321088
San Antonio,2024-05-11 10:42:12,18.229805455475272,61.26423545366942,9.972563415328612,19.405446166957
Phoenix,2024-05-05 13:24:55,-4.636007879783263,75.20312064026143,6.40658384734785,12.842004255240964
